composition,target,mean
Li0.500000Y0.250000Ce0.250000,0.13107745,0.11919767
V0.500000Dy0.250000Er0.250000,0.44620249,0.4461764
O0.555600Mn0.222200Eu0.222200,-2.6888353,-2.6300316
Cr0.500000Nb0.250000Hg0.250000,0.45585453,0.455679
Si0.250000Pd0.500000Sb0.250000,-0.16229804,-0.29971778
Ce0.250000Lu0.250000U0.500000,0.85703672,0.859063
Ti0.833300Pt0.166700,-0.29757319,-0.34980965
Sr0.250000Tb0.500000Tl0.250000,0.40025465,0.3849503
As0.500000Ho0.250000Hf0.250000,-0.76913107,-0.73131514
Cu0.250000Pt0.250000Pu0.500000,0.7405925,-0.3667028
Sc0.250000Ru0.500000W0.250000,-0.25379249,-0.24965543
Ni0.500000Ag0.250000Th0.250000,-0.16469436,-0.11808044
Sn0.250000Pm0.250000Sm0.500000,-0.2766669,-0.25969118
O0.600000Rb0.200000W0.200000,-2.2659547,-2.4017386
Al0.250000Pm0.250000Lu0.500000,0.020078182,0.014612079
Ge0.250000La0.500000Tl0.250000,-0.50211843,-0.4746136
Cu0.250000Rb0.500000Sr0.250000,0.52781063,0.5449368
B0.222200O0.555600Pu0.222200,-1.1006988,-1.9657406
Be0.250000Mn0.250000Sn0.500000,0.49382064,0.5296693
Co0.250000Sm0.500000Tm0.250000,0.33081943,0.33153668
K0.500000Tc0.250000Te0.250000,0.740952,0.71914136
Ca0.500000Tb0.250000Ta0.250000,0.9459439,0.89353085
Mn0.250000Mo0.500000Ir0.250000,0.21077543,0.2133933
Co0.250000Ni0.250000Ir0.250000Tl0.250000,0.41379248,0.41867346
Ti0.250000Mn0.250000Co0.250000As0.250000,-0.33423884,-0.32863647
Ga0.250000Cs0.250000Hf0.500000,0.93374276,1.0180233
Mg0.250000Mo0.250000Cd0.500000,0.41181616,0.44732818
Mg0.250000Al0.250000Co0.250000Tc0.250000,0.01188125,0.012636423
Cu0.250000Ag0.500000Tm0.250000,-0.12571605,-0.103723586
B0.250000Dy0.500000U0.250000,1.0262563,0.99594367
Nb0.250000Pt0.250000Bi0.500000,0.29556508,0.30795738
Si0.500000Sc0.250000Co0.250000,-0.20576134,-0.7620429
Mg0.500000Tb0.250000Pt0.250000,-0.27658169,-0.23673892
Tc0.250000Ho0.250000Yb0.500000,0.46536497,0.45820445
Pt0.250000Pa0.250000U0.500000,-0.14543164,-0.13309157
Gd0.250000Ac0.500000Pa0.250000,0.48706234,0.46225032
Na0.333300Y0.333300Zr0.333300,1.0999957,1.0218796
Y0.250000Dy0.250000Re0.500000,0.55096713,0.5474442
In0.250000Sm0.250000Tb0.500000,0.21075805,0.20030633
Tc0.250000Eu0.250000Ta0.500000,0.4361018,0.4329592
Cr0.250000Mo0.250000Cd0.250000Tl0.250000,0.74869451,0.74647427
Ca0.500000Mn0.250000Er0.250000,0.45092442,0.809634
Si0.250000Fe0.250000Ta0.250000Au0.250000,0.10545592,0.08607876
Cu0.500000Sn0.250000Nd0.250000,-0.37621594,-0.3513931
Nb0.250000Cs0.500000La0.250000,1.5749095,1.6123414
Sn0.500000Sm0.250000W0.250000,0.13246099,0.13529631
Na0.250000Ru0.500000Er0.250000,0.50070547,0.48937476
V0.500000Sm0.250000Hf0.250000,0.43226658,0.41771597
Cu0.250000In0.250000Ac0.500000,-0.21724512,-0.20926028
La0.250000Pt0.250000Pu0.500000,-0.27229568,-0.29977942
Rh0.250000Ce0.250000Bi0.500000,-0.19279087,-0.3675123
Ba0.500000Er0.250000Pu0.250000,1.2284728,1.2806139
Tc0.250000Sm0.250000Re0.500000,0.53632608,0.5182208
Si0.250000Ti0.250000Ho0.500000,-0.10795493,-0.14444464
Li0.250000Zn0.250000Eu0.500000,-0.15092033,-0.14583391
Li0.250000Be0.250000Sc0.250000Ge0.250000,-0.19184939,-0.21664697
Cr0.250000Re0.250000Pt0.250000Bi0.250000,0.59992862,0.56643105
Cu0.250000Rh0.250000Hf0.500000,-0.48526968,-0.47708136
Co0.500000Mo0.250000Ac0.250000,0.70822829,0.714484
Sc0.500000As0.250000Ba0.250000,0.013308714,0.008333385
Ti0.250000Pd0.500000Lu0.250000,-0.65263275,-0.5928985
Mg0.250000Nb0.250000Te0.500000,-0.08248073,-0.12234843
Sc0.250000Fe0.250000Hf0.500000,0.15797013,0.22181237
Mg0.250000Cd0.250000Pb0.500000,0.031548936,0.042642593
Zn0.500000Cs0.250000Pb0.250000,0.23932465,0.27786565
Ga0.500000Rb0.250000Cs0.250000,0.3391145,0.36050493
In0.500000Au0.250000U0.250000,0.15996616,0.09253234
B0.250000Ni0.250000Zr0.250000Hg0.250000,0.29189902,0.2950149
B0.500000Hf0.250000Os0.250000,-0.032115754,-0.13851273
Sc0.250000As0.500000Bi0.250000,-0.19524799,-0.114999235
Zn0.250000Er0.250000Ir0.500000,-0.44695375,-0.45918918
Cr0.250000Fe0.250000Zn0.250000Ru0.250000,0.11799575,0.14103764
Sr0.250000Sb0.500000Eu0.250000,-0.84811036,-0.8667393
Mg0.333300In0.333300Pt0.333300,-0.61038131,-0.55747056
Co0.250000Cu0.250000Zn0.250000Sb0.250000,0.13459379,0.12980813
B0.250000Hg0.250000Tl0.500000,1.0011322,1.0148275
Fe0.250000Gd0.250000Os0.500000,0.4724121,0.40572178
B0.500000Dy0.250000Pb0.250000,0.92019073,0.9180317
Cr0.250000Ru0.500000Tb0.250000,0.37923806,0.23833582
Fe0.500000Pm0.250000Pa0.250000,0.18774349,0.19368589
Cu0.250000Nd0.250000Np0.500000,0.73028556,0.7419388
Si0.250000Ru0.250000Pm0.500000,-0.27163045,-0.28189588
Ag0.250000In0.500000Pm0.250000,-0.28053148,-0.28655273
Zr0.500000Mo0.250000Au0.250000,-0.24103656,-0.2773065
La0.250000Sm0.250000Pb0.500000,-0.45876531,-0.4625504
Co0.250000Zn0.250000Ta0.250000Re0.250000,0.049569511,0.02898261
Rh0.250000Ag0.500000Cs0.250000,0.86049988,0.80031025
Cl0.500000Ge0.500000,-0.28419347,-0.45852238
O0.636400Cd0.181800Os0.181800,-1.323094,-1.261262
V0.250000Cu0.250000Ru0.500000,-0.0045912825,0.03805363
F0.400000Tc0.600000,-0.039821208,-0.08350861
O0.555600Ga0.222200Dy0.222200,-2.5181086,-2.5184922
As0.500000Yb0.250000Np0.250000,-0.67618374,-0.6775787
Ag0.250000Cd0.500000Yb0.250000,-0.26690093,-0.2516551
Rh0.250000Nd0.250000Np0.500000,0.35684044,0.35523397
Fe0.250000Nb0.250000Lu0.250000Tl0.250000,0.43701617,0.42968127
Ga0.500000Pr0.250000Tb0.250000,-0.39100536,-0.374434
Er0.333300Pt0.666700,-1.1099039,-1.0707595
Cr0.500000Fe0.250000Mo0.250000,0.16278653,0.17274338
Li0.250000Os0.250000Pt0.500000,0.12090402,0.15543774
Li0.250000Nb0.500000Ac0.250000,0.92396122,0.8360072
Co0.250000La0.250000Eu0.500000,0.39946097,0.4264265
Sb0.250000Gd0.250000Tl0.500000,-0.066576048,-0.091988325
Cr0.500000Tb0.250000Pb0.250000,0.62429707,0.62425876
B0.250000Sc0.250000Cu0.250000Pd0.250000,0.044063866,-0.009244144
B0.250000Ti0.250000Ni0.250000Cu0.250000,-0.047979638,-0.03400922
Pd0.250000Ag0.250000Tb0.500000,-0.2485009,-0.27096915
Al0.666700Rh0.333300,-0.43854995,-0.9083133
Eu0.250000Hf0.250000Re0.500000,0.55642002,0.5806082
B0.500000Ti0.250000In0.250000,0.88499971,0.94953203
Al0.250000Sb0.250000Pa0.500000,-0.064706406,-0.10537952
Cr0.250000Mn0.500000Sn0.250000,0.19979259,0.12350324
Ni0.250000Te0.500000Tb0.250000,-0.22512105,-0.3335477
O0.600000Sb0.200000Lu0.200000,-2.2809717,-2.316196
Co0.250000Ni0.250000Tc0.250000Pb0.250000,0.48803768,0.4575043
Si0.500000Ga0.250000Zr0.250000,0.1659629,0.14113706
Be0.250000B0.250000Co0.250000Ir0.250000,-0.3093285,-0.2968517
H0.384600Li0.076900Be0.076900N0.153800F0.307700,-1.7364255,-1.9067446
Nb0.500000W0.250000Os0.250000,-0.16438493,-0.16817635
O0.250000Zn0.250000Sb0.250000La0.250000,-1.8803532,-1.8335019
Sr0.250000Ru0.250000Np0.500000,0.81908306,0.80892646
Li0.250000Co0.250000Re0.250000Pb0.250000,0.54306801,0.544496
O0.600000Ba0.200000Yb0.200000,-2.9905638,-2.8146267
Si0.250000Cr0.250000Nb0.250000Os0.250000,-0.2099215,-0.16901255
Ca0.250000Te0.250000Nd0.500000,-0.31592288,-0.32154524
Ca0.250000Cr0.500000Ru0.250000,0.76322585,0.7476944
Li0.250000Fe0.250000Zn0.250000Ge0.250000,-0.074428784,-0.031740844
K0.250000Ti0.500000Cs0.250000,1.6458832,2.3642564
Tc0.250000Au0.500000Bi0.250000,0.50241003,0.50877184
Zn0.333300Nd0.333300Tl0.333300,-0.34031786,-0.35933
Al0.500000Rh0.250000Re0.250000,-0.45933577,-0.46892405
Cu0.250000Cs0.250000Ba0.500000,0.38695641,0.39642712
Al0.250000Co0.250000Cd0.250000Re0.250000,0.44361155,0.42769387
Si0.666700Hf0.333300,-0.56721263,-0.40116698
Be0.250000Si0.500000Re0.250000,0.28158583,0.23599815
Ru0.500000Cs0.250000Ta0.250000,1.4160788,1.3433118
Fe0.250000Cu0.250000Mo0.250000Sn0.250000,0.25004949,0.20391315
Ge0.250000Pd0.500000Lu0.250000,-0.79196877,-0.8027414
Ga0.500000Pd0.250000W0.250000,0.061171953,0.08551544
Mo0.250000Cd0.250000Te0.500000,0.42100277,0.35882956
Sb0.250000Tm0.250000Pa0.500000,0.1722684,0.14036638
B0.166700O0.500000F0.055600Ca0.277800,-3.2753001,-3.3160076
Ce0.250000Nd0.250000Yb0.500000,0.077027652,0.098527074
Ga0.500000Os0.250000Pt0.250000,-0.19264845,-0.19016385
B0.500000Ti0.250000Pm0.250000,0.41525019,0.48351964
O0.588200Ga0.294100Ge0.029400Pb0.088200,-1.9854317,-2.137052
Nb0.500000Ag0.250000Tl0.250000,0.53155945,0.5401752
V0.250000Cu0.250000Mo0.250000Tl0.250000,0.58089223,0.62062997
O0.615400Zn0.230800Nb0.153800,-2.2975967,-2.2395158
Al0.250000Ac0.500000Pa0.250000,0.39913784,0.41917098
Mg0.250000V0.250000Fe0.250000Sb0.250000,0.1965194,0.19132471
Tc0.250000Ce0.250000Ac0.500000,0.48309255,0.49157786
Be0.250000Te0.500000Tl0.250000,0.51025867,0.5163554
Ho0.500000Yb0.250000Ta0.250000,0.4386011,0.4560217
B0.250000La0.500000Ac0.250000,0.82395603,0.83485454
B0.250000Cu0.250000Rh0.250000Ta0.250000,0.2313801,0.2572812
Cl0.500000Sc0.500000,-1.609945,-1.4469905
B0.500000Ga0.250000Pd0.250000,0.94787077,0.84896445
Cu0.250000Ga0.250000Nb0.250000Lu0.250000,0.22491047,0.20883492
Be0.250000Cu0.250000W0.500000,0.47488662,0.43181673
Be0.250000Ti0.250000Fe0.250000Sb0.250000,0.014765093,0.060106546
O0.600000Na0.066700Ba0.200000Os0.133300,-2.1978568,-2.177369
Rb0.250000Ag0.500000Er0.250000,0.25795787,0.266743
Sr0.500000Zr0.250000Sm0.250000,0.58494833,0.5701595
Cu0.500000Pm0.250000Eu0.250000,-0.18290938,-0.17741913
Ti0.500000Cu0.250000Pr0.250000,0.37732,0.38261625
B0.250000Ni0.250000Cu0.250000Au0.250000,0.58547993,0.6033366
Co0.250000Cu0.250000Ag0.250000Bi0.250000,0.35403883,0.33926013
K0.250000Ga0.500000Rb0.250000,0.29558882,0.3023433
Te0.250000Cs0.500000Ce0.250000,0.15231767,0.124720424
Ag0.500000Gd0.250000Pa0.250000,0.14267979,0.12643862
Lu0.500000Au0.250000Bi0.250000,-0.56059325,-0.5213938
Li0.500000Pr0.250000Os0.250000,0.31150795,0.3067072
Na0.250000Fe0.250000Lu0.500000,0.34598027,0.35186338
Co0.250000Au0.500000Pa0.250000,0.0078692325,-0.10418987
Ru0.500000Sb0.250000Lu0.250000,-0.51332671,-0.4998231
Na0.250000Gd0.500000Hg0.250000,-0.06353926,-0.063258946
Si0.500000Ru0.250000Hf0.250000,-0.26887216,-0.27712715
Cl0.600000Ni0.200000Rb0.200000,-1.3927897,-1.3738773
Cu0.500000Hf0.250000Tl0.250000,0.058453885,0.068125635
O0.571400W0.285700Pa0.142900,-1.2166421,-1.4747694
B0.250000Lu0.750000,0.39957043,0.3318041
Cr0.250000Fe0.250000Sb0.250000Hg0.250000,0.4880008,0.46664095
Be0.250000B0.250000Co0.250000Zn0.250000,0.20877881,0.15972963
O0.250000Cu0.250000Te0.250000La0.250000,-2.0673915,-2.1636734
Mg0.250000Ca0.500000V0.250000,0.39250634,0.37289408
Sc0.250000Cr0.500000Re0.250000,0.11633017,0.10849166
Mg0.250000Te0.500000Ce0.250000,-0.84515991,-0.8834795
Cl0.666700Sn0.111100Tl0.222200,-1.289249,-1.2952924
Mg0.250000Y0.250000Zr0.500000,0.24547104,0.24706072
Y0.500000Ho0.250000Pt0.250000,-0.27286609,-0.2688505
V0.500000Co0.250000Cs0.250000,1.6574749,1.6578764
Sr0.500000Gd0.500000,0.22723843,0.2209118
Cr0.250000Co0.250000Nb0.250000Pb0.250000,0.41184231,0.3825608
Ga0.250000Pm0.250000Os0.500000,0.36274704,0.32842407
Co0.250000Zr0.250000Os0.250000Tl0.250000,0.13950113,0.1303317
Fe0.250000Mo0.750000,0.14301889,0.21457225
Mn0.250000Y0.250000Lu0.500000,0.47150519,0.33554715
Sm0.500000Tm0.250000Ta0.250000,0.43200574,0.4295333
As0.250000In0.250000Re0.500000,0.72375054,0.638251
Te0.500000Gd0.250000Ta0.250000,-0.46284659,-0.41045988
Cr0.250000Gd0.250000U0.500000,0.9156662,0.8933182
Ga0.250000Nb0.500000Tm0.250000,0.23538467,0.23578084
Ca0.500000Cd0.250000Sb0.250000,-0.6271682,-0.6073421
Be0.500000Ti0.250000U0.250000,0.31903552,0.3035329
K0.250000Zr0.250000Pd0.500000,0.090818054,0.10905439
Mg0.250000Nb0.500000Tm0.250000,0.52959369,0.5191139
O0.571400Zr0.285700Ta0.142900,-2.4594844,-2.3145022
Ca0.250000In0.500000Pr0.250000,-0.47958065,-0.47372305
Mg0.500000Y0.250000Ba0.250000,0.038338811,0.02705291
Ca0.250000Pr0.250000Au0.500000,-0.79665849,-0.8082793
Ru0.250000Ho0.250000Ir0.500000,0.050086492,0.061813325
Pd0.250000Sb0.500000Sm0.250000,-0.45137124,-0.43494815
Co0.500000Tb0.250000Au0.250000,0.20625001,0.13623744
Zn0.500000Nd0.250000Hg0.250000,-0.27415621,-0.26733494
In0.500000Re0.250000U0.250000,0.50078994,0.5214729
H0.444400N0.111100F0.333300Na0.055600Cr0.055600,-1.6751731,-1.6891698
Sm0.250000Yb0.500000Ta0.250000,0.66968113,0.6785853
O0.750000Pb0.250000,-0.71360306,-0.59299695
Sn0.250000Yb0.500000Pa0.250000,0.24465508,0.27746066
B0.250000Eu0.250000Dy0.500000,0.67450587,0.7006981
Na0.250000Al0.500000Nd0.250000,-0.078743578,-0.081023514
V0.250000Sr0.250000Hf0.500000,0.83161476,0.82544583
B0.250000Ca0.500000Co0.250000,0.62953373,0.65130556
K0.250000Mn0.500000Tm0.250000,0.93252118,0.9176153
Ag0.250000Cd0.250000Hg0.500000,0.11798486,0.1385999
Mg0.500000Cu0.250000Ge0.250000,-0.089168851,-0.07056737
Be0.500000V0.250000Zr0.250000,0.06224463,0.09196293
Na0.250000Co0.250000Pu0.500000,0.61614233,1.0619075
Mn0.250000Er0.500000Yb0.250000,0.47925438,0.42253116
Al0.500000Ru0.250000Hg0.250000,0.057217471,0.047558486
Mg0.500000Sc0.500000,-0.04328197,-0.033990264
Na0.250000Pd0.250000Pb0.500000,-0.18022704,-0.1749478
Li0.500000Co0.250000Cd0.250000,0.19838988,0.09720668
Hf0.333300Pt0.333300Ac0.333300,-0.233696,-0.23257154
Y0.250000Pr0.250000Yb0.500000,0.10569834,0.107657105
Hg0.500000Tl0.250000Np0.250000,0.59122618,0.4288125
Fe0.250000Rb0.250000La0.500000,0.8091203,0.8161222
Y0.250000Pr0.500000Os0.250000,0.29437637,0.3116247
Mn0.500000Zr0.250000Te0.250000,0.10688594,0.042818993
K0.250000Co0.500000Ba0.250000,1.1165743,1.1495516
Zn0.500000La0.250000Ho0.250000,-0.3094681,-0.30275828
Cr0.250000Ru0.250000Cd0.250000In0.250000,0.27264872,0.27284878
Dy0.500000Lu0.250000Pb0.250000,-0.095492627,-0.090399325
Ag0.250000Ba0.250000Np0.500000,0.91912287,0.8777673
Pd0.250000Ho0.500000Ta0.250000,0.045694481,0.08418435
Co0.250000Np0.250000Pu0.500000,0.27331766,0.1473999
Ga0.250000Ho0.250000Np0.500000,0.46611489,0.44208613
Be0.250000Sm0.250000Dy0.500000,0.38591614,0.40082836
Sc0.500000Sb0.500000,-0.94238839,-0.7613144
Ho0.500000Pb0.250000Np0.250000,0.24732435,0.2502689
O0.444400Zr0.111100Cs0.444400,-2.1748194,-2.2405033
Y0.250000Tl0.500000Ac0.250000,-0.32466327,-0.3179704
Co0.250000Zn0.250000Gd0.500000,-0.19915511,-0.20473307
Li0.333300O0.500000Ni0.083300Sn0.083300,-1.8090952,-1.8350235
Pd0.250000Ce0.250000Yb0.500000,-0.14992278,-0.13334769
Li0.500000Ca0.250000Ni0.250000,0.12293315,0.07998371
Yb0.250000Hf0.250000Bi0.500000,-0.25816292,-0.25278276
Rb0.333300Hg0.666700,-0.2033617,-0.15670323
Mg0.125000Fe0.125000Cu0.500000Sn0.250000,0.057455494,0.033094108
O0.555600Te0.222200Hg0.222200,-0.76574918,-0.8736516
Cu0.250000Zn0.250000Sb0.250000Lu0.250000,-0.14759456,-0.14937758
Zn0.250000Cs0.500000Dy0.250000,0.80086159,0.7927247
Sm0.250000U0.500000Pu0.250000,0.65697988,0.7116115
B0.250000Ge0.500000Yb0.250000,0.618265,0.63185096
C0.750000Cu0.250000,2.296167,1.8316079
Sc0.500000Sr0.250000Ce0.250000,0.27208599,0.267083
Na0.250000Sb0.500000Os0.250000,0.18043663,0.23156855
Cu0.250000Hf0.250000Th0.500000,0.18827875,0.20224622
Li0.250000Fe0.500000Ba0.250000,1.0150717,0.9171448
Cr0.250000Ga0.250000Ru0.250000Lu0.250000,-0.16039098,-0.16393799
Li0.125000O0.500000K0.250000V0.125000,-2.3389122,-2.3092575
Ca0.500000Cu0.250000Ag0.250000,-0.19128286,-0.2167514
Cu0.250000Mo0.250000Yb0.500000,0.53640284,0.5466287
Pd0.500000Yb0.250000Tl0.250000,-0.62479206,-0.6709
Ag0.250000Tm0.500000Th0.250000,0.19745429,0.18622845
Ru0.750000Tb0.250000,0.36844941,0.35144854
N0.666700Sm0.333300,0.4733789,0.25098184
Nb0.250000Cs0.500000Pm0.250000,1.639808,1.5790787
Si0.250000Tc0.250000Gd0.500000,-0.17978474,-0.17845887
Mo0.250000Ir0.250000Hg0.500000,0.78940787,0.7705209
Pm0.250000Au0.250000Np0.500000,0.41726031,0.41197795
Si0.250000Co0.250000Ru0.250000Re0.250000,0.048333905,0.0022223592
V0.500000Eu0.250000Hf0.250000,0.67143099,0.67832136
Cu0.250000Zr0.250000Cd0.250000In0.250000,0.010037725,-0.0045908093
Li0.250000Cr0.250000Os0.250000Tl0.250000,0.45419913,0.50031424
Sc0.250000Cu0.750000,-0.15005509,-0.1447742
Cd0.250000Pm0.500000Th0.250000,0.070855276,0.06913355
Ni0.250000Th0.250000Np0.500000,0.54520183,0.45126855
As0.333300Pm0.333300Pa0.333300,-0.27441646,-0.09400582
Na0.250000Sn0.250000Te0.500000,-0.35355821,-0.40132236
V0.250000Au0.750000,0.093949868,0.006843984
La0.250000Lu0.500000W0.250000,0.48203473,0.47635987
Mo0.250000W0.250000Tl0.500000,1.189534,1.1181436
K0.250000Zr0.250000Hf0.500000,1.0821693,1.1009507
Rb0.250000Gd0.250000Lu0.500000,0.66213209,0.66342556
Co0.250000Sb0.250000Pt0.250000Au0.250000,0.082182116,0.10942027
B0.500000Sc0.250000Ba0.250000,0.99820477,0.94259626
B0.250000Yb0.250000Th0.500000,0.71682056,0.7482443
Ga0.250000Pt0.500000Tl0.250000,-0.083249728,-0.12722737
Co0.250000Ba0.500000Np0.250000,1.590807,1.3032291
Li0.250000K0.250000Dy0.500000,0.6234463,0.61181974
K0.250000Cd0.250000Bi0.500000,0.0012080813,-0.044620693
B0.250000In0.500000Ta0.250000,1.4024594,1.4310437
V0.250000Pm0.250000Ta0.500000,0.61767066,0.64064544
Cr0.250000Co0.250000Y0.250000In0.250000,0.035178379,0.058707893
Na0.250000Sr0.500000In0.250000,-0.26154372,-0.2557332
Be0.250000Sc0.250000Co0.250000Ge0.250000,-0.27793603,-0.28772163
Sr0.500000Nd0.250000Eu0.250000,0.13708546,0.13216269
Fe0.250000Pd0.250000Cd0.250000In0.250000,-0.020280385,0.004594505
Tc0.250000Pa0.250000Pu0.500000,0.52627909,0.525071
Nb0.250000Pr0.250000Np0.500000,0.7843942,0.7823081
Cl0.250000Te0.500000Au0.250000,-0.35202955,-0.35590404
Si0.250000Cr0.250000Fe0.250000Ir0.250000,-0.25329941,-0.27387047
Sb0.250000Ta0.500000Pa0.250000,0.21556521,0.18541926
Co0.250000Zn0.250000Y0.250000Hf0.250000,0.079103198,0.14376953
C0.166700O0.500000F0.166700La0.166700,-3.0087021,-2.9487972
Li0.250000Ca0.500000Pd0.250000,-0.36953606,-0.38840306
K0.250000Fe0.500000Mo0.250000,1.4855176,1.4282537
Ni0.666700Rh0.333300,0.86584625,0.1362491
La0.500000Ce0.250000Np0.250000,0.48909219,0.55321264
Ca0.250000Ti0.500000As0.250000,0.14646041,0.13053593
Li0.500000Tc0.250000Sm0.250000,0.41841129,0.42516053
Si0.500000Ho0.250000Au0.250000,-0.066939983,-0.050768256
Sc0.250000Cs0.500000Bi0.250000,0.48803405,0.4940994
Sr0.250000Tl0.500000Bi0.250000,-0.29149936,-0.27914888
Rh0.500000Tl0.250000Bi0.250000,0.11252903,0.076203704
Cr0.500000Hf0.250000Au0.250000,0.32918663,0.2781174
Pr0.250000W0.250000U0.500000,0.87215594,0.8702948
Ti0.250000Ge0.500000Sm0.250000,-0.34000509,-0.36012548
S0.500000Fe0.125000Ag0.250000Sn0.125000,-0.41175987,-0.36211264
Cd0.500000Te0.250000Tb0.250000,0.075960598,0.118655235
Li0.500000Rb0.250000La0.250000,0.44287523,0.4339609
Co0.250000Ni0.250000Au0.250000Bi0.250000,0.24644229,0.2868259
Ni0.250000Sm0.250000Th0.500000,0.21833297,0.23628896
Rb0.250000Tc0.250000Au0.500000,0.93439029,0.909752
Cu0.250000Sr0.250000Bi0.500000,-0.036835188,-0.051847816
Sc0.500000Co0.250000Cu0.250000,-0.3094946,-0.29148513
Sn0.500000Pr0.250000Eu0.250000,-0.70431139,-0.6886383
Na0.250000Ac0.500000Pa0.250000,0.58918159,0.5721236
Eu0.500000Hf0.250000Re0.250000,0.94836087,0.944981
Mg0.250000Au0.250000Hg0.500000,-0.050887282,-0.06600404
Ti0.250000Co0.250000In0.250000Pt0.250000,-0.45004432,-0.40759754
Mg0.500000K0.250000Ti0.250000,0.66817557,0.6795254
Sr0.250000Mo0.500000Ir0.250000,0.86674376,0.8914913
Al0.500000Sb0.250000Dy0.250000,0.023338532,0.022832036
O0.555600Zr0.222200Gd0.222200,-2.9081713,-3.035357
Nb0.333300Pt0.333300Bi0.333300,0.12102585,0.043660313
B0.250000As0.250000Ba0.500000,0.166894,0.21581802
B0.500000Eu0.250000Hg0.250000,0.91089185,0.9135903
Ti0.250000Ag0.500000Pa0.250000,0.39309897,0.3456485
B0.750000Cu0.250000,0.96487248,0.47625056
Ag0.250000Te0.250000Bi0.500000,0.23583747,0.25275972
V0.250000Zn0.500000Pb0.250000,0.44082854,0.47146782
Zn0.333300Pd0.333300Pr0.333300,-0.6784916,-0.6756406
Sn0.500000Tm0.250000Lu0.250000,-0.5384268,-0.55226207
Mg0.500000Co0.250000Ru0.250000,0.20045622,0.13195688
Mg0.250000Sn0.500000Te0.250000,0.032349833,-0.01175189
V0.250000Y0.250000Ho0.500000,0.32624519,0.32504123
Fe0.250000Mo0.500000Pm0.250000,0.68564314,0.6505125
Ni0.250000Sr0.500000Sb0.250000,-0.35568196,-0.35306567
B0.222200Co0.555600Sm0.222200,-0.3398168,0.0633547
Mg0.250000Ta0.500000Ac0.250000,0.9436166,0.9277898
Na0.500000Cr0.250000Cs0.250000,0.6388647,0.6174991
Be0.500000B0.250000Tc0.250000,0.411658,0.2710017
Cu0.250000Eu0.500000Bi0.250000,-0.65199884,-0.58216405
Pd0.250000Tm0.250000Os0.500000,0.4376729,0.40849465
Te0.500000Sm0.250000Re0.250000,0.07385273,0.08407572
Cu0.500000Rh0.250000In0.250000,-0.096957755,-0.090289235
Cu0.500000Pd0.250000Ir0.250000,0.17234771,0.09137002
Sc0.500000Cu0.250000Au0.250000,-0.54743315,-0.54393685
Be0.250000Si0.250000Y0.500000,-0.24686425,-0.22884381
Mn0.250000Cu0.250000Sn0.250000Lu0.250000,-0.092354274,-0.095828116
Zn0.250000Sn0.500000Pr0.250000,-0.20296303,-0.21954817
Zn0.250000Sr0.500000Yb0.250000,0.057975718,0.07527745
Co0.250000In0.500000Nd0.250000,-0.0045892313,0.0005004406
Co0.250000Cu0.250000In0.250000Hg0.250000,0.26309284,0.25895226
C0.142900P0.285700V0.571400,-0.83025356,-0.79168403
Sc0.500000Mn0.250000Y0.250000,0.26589427,0.24092689
Fe0.250000Cu0.250000Zn0.250000Sb0.250000,0.24730243,0.26182988
Al0.250000Cu0.250000Lu0.250000Re0.250000,0.02437123,0.061687708
B0.500000Ga0.250000Eu0.250000,0.72038167,0.7260829
F0.583300Cl0.083300Mn0.083300Ni0.083300Ba0.166700,-3.0894649,-3.2189798
Rb0.250000Sn0.250000Gd0.500000,0.10209359,0.105989814
H0.166700O0.583300Cl0.166700Ba0.083300,-1.1556954,-1.3868096
Ni0.250000La0.500000Re0.250000,0.23247227,0.25135636
Nb0.250000Rh0.500000Np0.250000,-0.034246662,-0.07652843
Si0.250000Cr0.250000Zn0.250000Hf0.250000,-0.029006465,0.0012149811
Mn0.250000Fe0.500000Cs0.250000,1.6276991,1.8002492
V0.250000Eu0.500000Tm0.250000,0.53758055,0.5225767
Nd0.250000Tl0.500000Np0.250000,0.082559814,0.11510196
Fe0.250000Zn0.250000Tc0.250000Re0.250000,0.14674748,0.14169896
Fe0.250000Zn0.250000In0.250000Pt0.250000,-0.088748668,-0.06924981
Cu0.250000Y0.250000Zr0.250000Sb0.250000,0.12297506,0.08995187
Nb0.250000Ce0.250000Pu0.500000,0.476681,1.5127437
Al0.500000Eu0.250000Bi0.250000,-0.045088944,-0.036183715
Sb0.500000Pt0.250000Th0.250000,-0.31495412,-0.23509634
Be0.500000Ga0.250000Tm0.250000,0.020988666,0.013726592
Mo0.250000Rh0.250000Dy0.500000,-0.029493076,-0.031439304
C0.375000Se0.125000Ba0.500000,-0.43414139,-0.40109235
O0.692300V0.153800Te0.153800,-1.8209564,-1.837653
Na0.500000Mn0.250000Ce0.250000,0.59940787,0.6079108
Zn0.500000Mo0.250000La0.250000,0.27588913,0.27116597
Li0.250000Th0.250000Np0.500000,0.77125521,0.71814644
H0.500000N0.125000I0.375000,-0.44462885,-0.38970387
Fe0.500000Zr0.250000Ir0.250000,-0.22079675,-0.17900288
Fe0.500000Ru0.250000Yb0.250000,0.3494204,0.34706506
Pd0.500000Ag0.250000Hf0.250000,-0.49762093,-0.4526747
B0.500000Sc0.250000Ta0.250000,0.26367744,0.19393605
