,composition,Eg
1826,W2C,0.0
1827,DySi2Cu2,0.0
1828,Ba2InSmTe5,1.36
1829,GeSe,1.22
1830,RbMnTe2,0.0
1831,CaTiO2,0.0
1832,BiBr3,2.66
1833,YCo2,0.0
1834,AgInSe2,1.24
1835,Ga0.3P0.3Zn0.7Se0.7,2.15
1836,Sr10Al4Si6O.71,0.0
1837,Tb3Rb2AlF16.194,0.0
1838,InSiIr,0.0
1839,Bi0.4Te3Sb1.6,0.21
1840,Rb3Al3Ge7Se20,2.4
1841,PbO2,1.5
1842,Ag8GeS6,1.18
1843,La4Cd4In2S13,2.27
1844,GeSe,1.17
1845,La2CoVO6,0.41
1846,MgRh2Pb,0.0
1847,PbTe,0.19
1848,YbGa2S4,2.3
1849,LaIn3S6,1.03
1850,Yb2MgSe4,0.0
1851,La2Ga0.33SbS5,1.76
1852,TlInSe2,1.18
1853,EuTiO3,0.0
1854,BiSeBr,1.96
1855,BiSeI,1.32
1856,V2TcRu,0.0
1857,Li13Ti22O48,0.0
1858,In3Pd5,0.0
1859,Cu4Sn7S16,0.8
1860,Cs2NaMgF6.225,0.0
1861,Te2W2SeS.156,0.0
1862,GaS,2.59
1863,Ba2B6O11,5.17
1864,LiSiRh2,0.0
1865,Co3Se4,0.0
1866,Fe2S,0.0
1867,Pb0.99Se0.99Ge0.01Te0.01,0.23
1868,Ag2BiO3,0.0
1869,CsCd4Ga5S12,3.09
1870,EuEr2Se4,1.7
1871,Tl4CdI6,2.8
1872,YCdHg2,0.0
1873,GaSe,2.16
1874,BaPrO3,2.0
1875,Cu2Hg2SF6.227,0.0
1876,K2B10H9O.14,0.0
1877,Y4C7,0.0
1878,GaSb,0.67
1879,AgSbSe2,0.85
1880,Si30P16Te8,1.24
1881,CoTe1.88,0.2
1882,CsBiS2,1.39
1883,Tm5Ge10Rh4,0.0
1884,AgGaS2,2.56
1885,Tl4Nb2S11,1.8
1886,Bi1.4Te3Sb0.6,0.17
1887,GaSb,0.8
1888,NaBa2Cu3S5,0.45
1889,HfCu2P2,0.0
1890,Cu4Pd,0.0
1891,DyNiGe2,0.0
1892,AgInCd2Te3,0.47
1893,LiBr,7.95
1894,CsGaS3,3.0
1895,Rh0.67S2,1.5
1896,Cd3P2,0.59
1897,RbAgF3,0.0
1898,YbGeRh,0.0
1899,USi3,0.0
1900,Li2MgIn,0.0
1901,ZrHCl,0.0
1902,SmSnTe2,0.52
1903,Rb8Ga8Si38,1.18
1904,PbI2,2.53
1905,Na2Te,2.3
1906,Li6FeNi9O20.2,0.0
1907,As2S3,2.43
1908,CdO,2.3
1909,Zn3As2,0.51
1910,Ga0.5As0.5Zn0.5Se0.5,1.52
1911,BaIn2S4,3.06
1912,Tl2Te3,0.7
1913,Pb0.94Se0.94Sn0.06Se0.06,0.19
1914,LiZnBO3,3.1
1915,Ba5V3O12F,3.85
1916,Re3F,0.0
1917,SmHoHg2,0.0
1918,U6Co,0.0
1919,HoAlB14,0.0
1920,Ag2P2PbO7.2,0.0
1921,PbS,0.31
1922,Bi2V2Se4O16,2.2
1923,BaGa2Se4,3.16
1924,Ba2YReO6.225,0.0
1925,Hf3P,0.0
1926,EuNi2As2,0.0
1927,ZnO,3.44
1928,Cu3VS4,1.0
1929,HoCd,0.0
1930,SnRh,0.0
1931,DyAgHg2,0.0
1932,Li2MgHg,0.0
1933,CsBi3Se5,0.43
1934,CdIO3Cl,4.3
1935,CsInTe2,2.16
1936,LuGaRh2,0.0
1937,FeOF,0.0
1938,SmCu2O4,0.0
1939,Cu2ZnSnSe4,1.44
1940,Eu3Sn,0.0
1941,BaTh3,0.0
1942,SmBiW2O9,3.39
1943,Ho2O3,5.42
1944,LiV2NiO6.15,0.0
1945,UO2,2.18
1946,Na8Cu5O10,0.0
1947,CsI,6.3
1948,YbLa5S8,0.0
1949,TlS2,1.8
1950,In0.3As0.3Ga0.7P0.7,2.05
1951,CeSbO3,0.0
1952,Cu0.3In1.7Se2.7,1.21
1953,TlSbS2,1.42
1954,LiTaO3,4.1
1955,K3LiNb6O15.7,0.0
1956,InMo3Se3,0.0
1957,Na2Cr7O14,0.0
1958,Sm2Fe17,0.0
1959,Ge5Te8As2,0.0
1960,ZnCu3P3O13.11,0.0
1961,InN,1.95
1962,ZnIn2S4,2.65
1963,TmBRh3,0.0
1964,La4FeSb2S10,1.0
1965,CdSnP2,1.16
1966,Li3Si3Ag2,0.0
1967,CePd5,0.0
1968,Mg5As,0.0
1969,DySn3,0.0
1970,CrSiCu2,0.0
1971,GeSe,1.18
1972,CaZnOS,3.7
1973,Ag3SbS3,2.2
1974,GdCd2,0.0
1975,ZnSnAs2,0.67
1976,PmCdPd2,0.0
1977,Ba3P3O10Cl,6.89
1978,Pb0.95Se0.95Ge0.05S0.05,0.29
1979,InAs,0.42
1980,SbPt3,0.0
1981,EuNi12B6,0.0
1982,GeS,1.74
1983,CdAs2,1.2
1984,Pb2O3,1.67
1985,LaMg(FeO3)2.31,0.0
1986,AgI,3.02
1987,Hg4As2UCl6,1.9
1988,Lu2CdIn,0.0
1989,Sb2S3,1.71
1990,Pb0.96TeTl0.04,0.57
1991,HfS3,2.85
1992,K2CsSb,1.0
1993,Ba2Cu5F14,0.0
1994,Sm2CuAs3O.62,0.0
1995,Ga0.95Sb0.95Hg0.05Te0.05,0.69
1996,In2P3B1O12,5.39
1997,LiGaSe2,3.13
1998,Cs39Cl6Ga53Se96,2.74
1999,BiI3,1.81
2000,CaI2,5.98
2001,WCl3,0.0
2002,UP2S7,1.41
2003,GaS,2.52
2004,PbTe,0.21
2005,HoN,1.88
2006,GdZn,0.0
2007,PtSb2,0.4
2008,ErCu,0.0
2009,Ge2Os,0.0
2010,RbInGeS4,3.1
2011,TaZrN3,1.72
2012,HoSb2,0.0
2013,BaZnOS,3.9
2014,BaTiO3,3.1
2015,CuGa0.4In1.6S3.5,1.55
2016,CaSe,5.0
2017,Ga0.25Al0.75As,2.42
2018,GaN,3.44
2019,ReSe2,0.99
2020,Cr2O3,3.4
2021,Cu2OF2,0.0
2022,Zn3As2,1.09
2023,AgW6Br14,0.0
2024,MnCoSi,0.0
2025,In0.3Ga0.7P,2.2
2026,YVSeO10,2.7
2027,DyGe2Ru2,0.0
2028,NdInCu,0.0
2029,RbSbO3,0.0
2030,Cu3HoSe3,0.16
2031,NiP2,0.5
2032,Sm2TlZn,0.0
2033,YNiSb,0.29
2034,CuCl,3.27
2035,As2Se3,1.85
2036,Pr3Al4Si6,0.0
2037,Ga1.001Sb0.999Te0.003,0.72
2038,Hg6.5As4CdCl6,1.86
2039,Sr2CoReO6.14,0.0
2040,Ni3SnN,0.0
2041,K8Zr6Se30,1.81
2042,Ce4Bi3,0.0
2043,Cu9Se4(Cl3O7)2.12,0.0
2044,YMgAl,0.0
2045,Nd2HfS5,0.7
2046,Cu25Se26,0.0
2047,Cd3P2,0.59
2048,ErMg2,0.0
2049,HgIn2S4,2.0
2050,Ba2Ce2O5,0.0
2051,Ge0.9Si0.1,0.8
2052,Mg2Pb,0.15
2053,La3GaGe0.5S7,2.54
2054,EuScO3,0.0
2055,CaSm2S4,2.05
2056,SbSi,1.9
2057,InP,1.45
2058,RuPS,1.4
2059,Ga2Te3,1.33
2060,MgFe4O8,0.0
2061,SbSI,2.02
2062,Ce4InSbSe9,1.69
2063,NbCl4O2,0.0
2064,KInS2,3.0
2065,Y4GaSbS9,2.06
2066,KCoO2,0.0
2067,TiFe2Sb,0.0
2068,HgIrO3,0.0
2069,GaSe,2.01
2070,Dy2Mo3O12,1.92
2071,CuGaSe2,1.7
2072,Ca11Bi10,0.0
2073,NiS2,0.64
2074,KRbBi8Se13,0.64
2075,Ga2O3,4.4
2076,SmCo3B2,0.0
2077,ZnIrO3,0.0
2078,Bi12Rh12O41,0.0
2079,LiGaTe2,2.31
2080,TlCl,3.2
2081,U2Zn17,0.0
2082,Li5Fe6(BO3)6.8,0.0
2083,Li0.5Pb1.75GeS4,1.95
2084,K3Nb2AsSe11,1.53
2085,PbS,0.38
2086,MoTe2,1.1
2087,Ag2O,1.4
2088,Na2BaSnSe4,2.46
2089,TlSe,0.96
2090,Ag0.4Cd0.5In2.2Te4,0.19
2091,CsInSnS4,2.9
2092,CdSiP2,2.25
2093,EuGe3Pt,0.0
2094,Ag2GeSe3,0.91
2095,LuScZn2,0.0
2096,AgGaGeS4,3.0
2097,TiSe,0.0
2098,AsSb,1.6
2099,Ga0.99As0.99Zn0.01Se0.01,1.39
2100,Tm2Ru2O7,0.0
2101,Dy2S3,3.0
2102,Bi2Te0.45Se2.55,0.2
2103,ZnSe,2.71
2104,MgIn3,0.0
2105,ZnGa2Se4,1.72
2106,As2O3,4.0
2107,Hf5Sn4,0.0
2108,Ba5CdGa6Se15,2.6
2109,Cs2Bi8.81La1.19S16,1.0
2110,Cs6Na2Zn4Ge42,0.3
2111,Cd4P2Br3,2.19
2112,OsP2,1.13
2113,Sr2V3Se5O18,2.47
2114,NaBiSe2,0.28
2115,Na2In5Au6,0.0
2116,ZrTi2O,0.0
2117,Te2Pd3,0.0
2118,CuGaS2,2.38
2119,Ag0.5Pb1.75GeS4,1.83
2120,KBiSiS4,2.25
2121,Sn0.5GaZn4.5O7,3.0
2122,RbBr,7.25
2123,Hf3Sb,0.0
2124,Bi2Te0.9Se2.1,0.28
2125,ZnSnAs2,0.9
2126,LiBePt2,0.0
2127,Lu4C7,0.0
2128,EuCl3O12,0.0
2129,Nd2O3,4.4
2130,EuCu2SnS4,1.85
2131,ZnIn2Se4,2.05
2132,Cs3As,0.6
2133,MgTe,3.6
2134,Se0.4Te0.6,0.7
2135,KH(CN2)3.2,0.0
2136,Pb0.999Sn0.001Te,0.18
2137,CuAlSe2,2.5
2138,Gd2Zn6Ge3,0.0
2139,EuVO4,3.44
2140,HfS2,2.9
2141,Cs2Mo15S19,0.0
2142,Pr2GeSe5,1.8
2143,LiBi4Ta3O12,3.5
2144,CaIn2Ir,0.0
2145,CsSmCdSe3,2.47
2146,Cu3YSe3,0.88
2147,Gd2O3,5.3
2148,Er3Te4,0.9
2149,Ho2B4C,0.0
2150,Pr2Te3,1.3
2151,Zn0.55S0.55Ga0.45P0.45,2.3
2152,Cs5BiP4Se12,1.85
2153,PbS,0.29
2154,TaTiFe2,0.0
2155,Tb2SbO2,0.0
2156,PbSe,0.17
2157,ThAl3,0.0
2158,CsSb,0.8
2159,Hf2MnIr,0.0
2160,Ta0.67Zr1.33O1.38N1.97,2.31
2161,K6Cd4Sn3Se13,2.33
2162,Cu0.4Ga1.6S2.6,2.5
2163,BaUSe3,1.0
2164,Bi9O7.5S6,1.27
2165,Yb2SrS4,0.0
2166,Ca2Os2O7,0.0
2167,Cu2ZnSiSe4,2.33
2168,EuSnO3,0.0
2169,Na3WO4Cl,4.99
2170,Bi2O5,0.0
2171,Pb0.9Se0.9Bi0.2Te0.3,0.25
2172,Cu2Se,1.1
2173,AlB2,0.0
2174,Tl3CuNb2Se12,0.8
2175,ThOS,2.22
2176,Mg2Si,2.27
2177,GdTe,1.3
2178,AlCu7O12,0.0
2179,Li3Mo2P5O18.2,0.0
2180,Sc11Al2Ge8,0.0
2181,Tb2GeS5,2.1
2182,CdIn2S4,2.7
2183,BaF2,9.2
2184,LiCu2Ge,0.0
2185,TlInSe2,1.07
2186,PtP2,0.8
2187,GaAs0.2P0.8,2.2
2188,Pr2Se3,1.9
2189,FePS,0.25
2190,Sr2V2Se3O15,2.96
2191,Pb0.9Se0.9Sn0.1Se0.1,0.24
2192,Pb0.92Se0.92Sn0.08Te0.08,0.22
2193,AlSb,1.8
2194,TeMoSe,0.0
2195,HoAlAu2,0.0
2196,Cs4GeP4Se12,2.0
2197,Tl2Te3,0.48
2198,Yb2KF7,0.0
2199,Bi1.6Te3Sb0.4,0.16
2200,CsYZnSe3,2.41
2201,Cu2MgGeS4,2.36
2202,In2Se3,1.18
2203,Pb4Ga5GeS12,2.35
2204,Ba12In4S19,2.56
2205,Zr5Al3,0.0
2206,Pr5Si4,0.0
2207,TlCl,3.2
2208,Bi25GaO39,2.99
2209,Pb0.93TeGa0.07,0.34
2210,EuSbO3,0.0
2211,K2La2Sb2S9,2.2
2212,SbI3,2.41
2213,Nd10OSe14,1.98
2214,Nb40N21O16,0.0
2215,CsMo3O9,0.0
2216,RuSbSe,0.9
2217,TiAuCl,0.0
2218,TlInTe2,0.62
2219,Na7Co2O6,0.5
2220,LaBeB3O7,5.65
2221,GdAs,0.63
2222,BRh2,0.0
2223,BaPdSe6,2.15
2224,Cu2GeSe3,0.85
2225,NaGe3P3,2.06
2226,Nb3Os,0.0
2227,PbMnIn2S5,1.45
2228,DyAs,1.0
2229,Li17Nb20O60,0.0
2230,ZnTe,2.37
2231,AgIn9Te14,1.5
2232,Mg2Sn,0.19
2233,Sr8Fe3N8,0.0
2234,Cs2Cd3B16O28,4.76
2235,TmCu2Ge2,0.0
2236,Pb0.7Ge0.3Se,0.4
2237,Ba4Ge3Se9Cl2,1.89
2238,NaLaS3,2.61
2239,Rb2TeBr6,2.14
2240,EuTb2Se4,2.0
2241,CaAl2Zn2,0.0
2242,Ce2Cu(NO)2.139,0.0
2243,K3Ta2AsSe11,1.45
2244,Cs3Sb2Br9,2.3
2245,NaFe2(SiO3)4.5,0.0
2246,Sn2S,0.95
2247,Ge0.9355Si0.0645,1.04
2248,Sr4Te3O8Cl4,4.0
2249,LiCdBO3,4.28
2250,Mg2V9O13,0.0
2251,Li3VOF5.1,0.0
2252,Hg0.01Cd0.99Se,0.29
2253,InBi2Se4Br,1.21
2254,Tm2ZnHg,0.0
2255,Zn0.65Hg0.35Se,1.0
2256,Hf54Os17,0.0
2257,TlBr,3.3
2258,Ba3Sn0.87Bi2.13Se8,0.79
2259,Nb2O5,3.08
2260,CuNbO3,2.0
2261,Mn11Si19,0.5
2262,LiInS2,3.59
2263,Mg3Tl,0.0
2264,Er3SmSe6,2.0
2265,Sm2AlCd,0.0
2266,UCuP2,0.0
2267,CsLaHgSe3,2.46
2268,CrNi3,0.0
2269,PtSb2,0.07
2270,TbBRh3,0.0
2271,TlSbS2,1.92
2272,Ga0.5P0.5Zn0.5Se0.5,2.13
2273,CdIn2Se4,1.45
2274,PbSnS3,0.9
2275,SmHoZn2,0.0
2276,PrB2Ru2,0.0
2277,SnSi,0.59
2278,CdS,2.58
2279,Ru3Cl,0.0
2280,TeO2,3.0
2281,Nd2ZnGa,0.0
2282,Lu3BC3,0.0
2283,MnAl3,0.58
2284,Mg3Al9FeSi5.189,0.0
2285,Na5Cu7O13,0.0
2286,BiCuOS,1.07
2287,FeCo2Si,0.0
2288,CdTe,1.44
2289,Gd2AlCo2,0.0
2290,In0.5Al0.5P,2.4
2291,Ga0.7In0.3As,1.0
2292,Pd2N,0.0
2293,ScBe5,0.0
2294,Cs5Mo21Se23,0.0
2295,YAlPd,0.0
2296,LuGe2,0.0
2297,CdS0.35Se0.65,1.93
2298,Zn2WN2,0.0
2299,Ta6Ni16Ge7,0.0
2300,Ba2ZnV2O8,3.48
2301,Ba2InErSe5,2.29
2302,Ga2Te3O9,4.15
2303,Cd4P2Cl3,2.24
2304,SmTe,0.32
2305,Ag7AsS6,1.0
2306,ZnSe,2.82
2307,EuRhO3,0.0
2308,OsAs2,0.9
2309,CdSe,1.9
2310,GaSb,0.81
2311,CuN3,4.17
2312,Li2B4O7,7.3
2313,TbBaMn2O6.51,0.0
2314,CaZn3Ni2,0.0
2315,YbAg2,0.0
2316,CuFeS2,0.5
2317,NdSnRh,0.0
2318,BaAgSbS3,2.2
2319,AgGaO2,2.2
2320,RhS3,1.5
2321,TmAu2,0.0
2322,Fe3B,0.0
2323,Tl2Te3,0.51
2324,SnS,1.07
2325,Sb2S3,1.92
2326,Zn0.01Cd0.99Se,2.5
2327,KAg11V4O16,2.0
2328,As2S3,2.36
2329,MgSe,5.63
2330,LiHg2Pd,0.0
2331,Sb2O3,3.2
2332,TbSb2BO8,3.53
2333,PrLuSe3,1.56
2334,Cd3MoTe2O10,3.81
2335,Tm2MgTl,0.0
2336,TlCl,3.56
2337,Rb3Bi2Br9,2.62
2338,PdPS,1.4
2339,GeSi,0.88
2340,SrSeO4,4.75
2341,Pb0.9Ge0.1Se,0.3
2342,SnSe,0.9
2343,ZnIn2S4,2.86
2344,RbYbZnSe3,2.07
2345,Sb3O4I,2.61
2346,Zr3Ir,0.0
2347,CsBiSe2,1.07
2348,As2Te3,1.75
2349,SmIn2Rh,0.0
2350,Ni2InVO6,1.92
2351,Cs2Hg5.75Cd0.25S7,1.66
2352,LuMnSi,0.0
2353,GeS,1.74
2354,CdGeAs2,0.5
2355,NaInSe2,2.8
2356,InBi2S4Br,1.5
2357,ThPSe,0.0
2358,LaIn,0.0
2359,NaAsSe2,1.71
2360,CsRbP,0.0
2361,Na2Hg3S2.51Se1.49,2.03
2362,Ag2GeS3,1.98
2363,BaV2SeO8,2.13
2364,Bi2Te2Se,0.3
2365,La2PI2,0.0
2366,TaGaSe2,1.65
2367,AgSbTe2,0.48
2368,AgF,2.8
2369,K2Cu2Sn2S6,1.47
2370,AlSb,1.63
2371,RuP4,0.64
2372,V4ZnO8,0.0
2373,Ba4Ge3S9Cl2,2.91
2374,NdTiGe,0.0
2375,Rb3NaMo2O8,4.84
2376,NdErTl2,0.0
2377,ZnSiP2,2.07
2378,HoSi2Os2,0.0
2379,EuPd,0.0
2380,Ca2NiIrO6.14,0.0
2381,GaAs0.01Sb0.99,1.37
2382,Sm3Te4,0.51
2383,NdAs2Pd2,0.0
2384,Pb0.77Sn0.23Te,0.04
2385,As2B12,1.51
2386,EuBi2Te4,0.44
2387,ZnIn2S4,2.68
2388,Na8Eu2Ge4S12,2.15
2389,ZnO,3.48
2390,Zn3P2S8,3.07
2391,Sr3Ti2O7,3.26
2392,K2Hg3Ge2S8,2.7
2393,BSb,2.6
2394,UGa3Ni,0.0
2395,TmThRu2,0.0
2396,CdIO4H,4.35
2397,K2MnSn2Se6,2.0
2398,CeCoGeH.129,0.0
2399,PtAs2,0.55
2400,LiGaPt2,0.0
2401,Fe6O7F5,0.0
2402,CuCl,3.22
2403,Ta3P,0.0
2404,TiCoSn,0.0
2405,GaAs0.86Sb0.14,0.66
2406,Tb2Li6O7,0.0
2407,Cs2NaCoF6.166,0.0
2408,GaSb,0.82
2409,HfOs2,0.0
2410,YFe2Si2,0.0
2411,Ag3AsO4,0.0
2412,K2Au2Sn2Se6,2.28
2413,CuSmSe2,2.1
2414,NaCdAsS3,2.93
2415,Sm3Al,0.0
2416,CsSbS2O8,4.68
2417,ZnSe,2.68
2418,RbCu2SbS3,1.67
2419,Pb0.995TeIn0.005,0.43
2420,Ce2CrN3,0.0
2421,Ba2InSmSe5,2.22
2422,Li6Rb5B11O22,6.53
2423,Pb3O4,2.12
2424,In0.6Al0.4P,2.12
2425,TiFe2,0.0
2426,Ni4Bi9O18,0.0
2427,K4In4P6Se20,2.2
2428,Y2U3O11,0.0
2429,BaSe,3.6
2430,Zr2Te,0.0
2431,CdSe,1.8
2432,YNiSb,0.18
2433,RbCuSb2S4,1.6
2434,EuAl2Au2,0.0
2435,PbS,0.29
2436,CdGa2Se4,2.75
2437,K2FeGe3Se8,1.95
2438,RbGe3,0.0
2439,As2S3,2.37
2440,HoSi2Pt2,0.0
2441,NdPt,0.0
2442,Rb3CdB5O10,2.34
2443,Si2SbO6,0.0
2444,RbU2SbS8.8,0.0
2445,TlCr5S7Se,0.97
2446,Tm2O3,4.53
2447,SrSb12Ru4,0.0
2448,Pb0.94Se0.94Ge0.06Te0.06,0.28
2449,Rb6P3S15,2.3
2450,Ga1.002Sb0.998Te0.006,0.7
2451,PrCd,0.0
2452,SrMgIn3,0.0
2453,ZnO,3.31
2454,KBaSbSe3,2.04
2455,LuSi2Ni,0.0
2456,Li3Co(NiO2)4.12,0.0
2457,Zn2In2S5,2.5
2458,LaGa3Pd2,0.0
2459,DyMn2,0.0
2460,LaF3,6.6
2461,Cr7C3,0.0
2462,Li12Fe5O16,0.0
2463,GaSe,2.05
2464,CuClO2,0.0
2465,ZnSb3,0.0
2466,Cu4As2O9,0.0
2467,Co2B4Mo,0.0
2468,K2ZnSn2Se6,1.71
2469,VPO4,0.0
2470,K8Ce2I18O53,2.34
2471,Nb3Fe20B6,0.0
2472,Ca3BiP3O12,4.2
2473,TbHg2,0.0
2474,BaLa2In2S7,1.87
2475,CoH2(SN)4.14,0.0
2476,MgCuBi,0.0
2477,Zn2MoTeO7,4.1
2478,BeSiRu2,0.0
2479,Ba3CaIr2O9.164,0.0
2480,AgTe,0.85
2481,SmC10,0.0
2482,Rb2Hg3Sn2S8,2.48
2483,InAs,0.35
2484,ZrRh,0.0
2485,K3UF3,0.0
2486,RbAg5P2S8,2.4
2487,LiCaO3,0.0
2488,Rh3Pb,0.0
2489,SrUS2,0.0
2490,LuC2,0.0
2491,U4N7,0.0
2492,SmAu3,0.0
2493,YIn2Ni,0.0
2494,GaP,2.74
2495,YbLaZn2,0.0
2496,Ho2Mo3O12,1.68
2497,GaP,2.77
2498,DyZrSb,0.0
2499,RbInTe3O8,3.9
2500,RbCaBO3,3.67
2501,Ge0.001Si0.999,1.09
2502,Ba3Er2P4S16,3.3
2503,ZnSe,2.82
2504,Li2Lu3Ge3,0.0
2505,ZnS,3.7
2506,La2B4Rh5,0.0
2507,Tl2TeI6,1.47
2508,TePd,0.0
2509,La10OSe14,2.04
2510,Ba2CoWO6.225,0.0
2511,AlNi20B14,0.0
2512,NaSbS2,1.48
2513,Bi2Te0.03Se2.97,0.27
2514,LaPd3S4,0.0
2515,Ba6Ga2SnSe11,1.99
2516,HoSb2O6,0.0
2517,As2Te3,1.68
2518,Pr7Mn8O24,0.0
2519,Dy4S4Te3,1.43
2520,Cu2ZnGeSe4,1.63
2521,ZnGeP2,2.2
2522,HgSe,0.07
2523,KSbS2O8,4.64
2524,Li7Ni11O22,0.0
2525,TcSe2,0.88
2526,Cr2GeC,0.0
2527,Y4CuTe8,0.0
2528,LiAsSe2,1.5
2529,Tl2Te3,0.69
2530,ErNiSn,0.0
2531,CuBr,2.91
2532,VFeRu2,0.0
2533,NaBr,7.26
2534,PbO2,1.7
2535,Tb3Mn2C6,0.0
2536,CuInTe2,0.88
2537,BaNi2P4,0.0
2538,Ba2GaSmSe5,2.27
2539,Bi3In4S10,1.42
2540,AgSbS2,1.9
2541,Ba3ZrRu2O9.194,0.0
2542,GaAs,1.52
2543,SbSI,1.99
2544,KInGeS4,3.1
2545,Cs2Hg6S7,1.63
2546,In3Sb,0.0
2547,CdGa2Se4,2.5
2548,TlInS2,2.25
2549,Cd3As2,0.17
2550,CeMn2Si2,0.0
2551,Ba2ZnTe3,2.1
2552,CsInGeS4,2.4
2553,CaPb,0.0
2554,BaB2O4,6.2
2555,Bi12SiO20,3.25
2556,YbKSe2,0.0
2557,Zr2Al,0.0
2558,PtAs2,0.8
2559,Sr3Li4La5O12.6,0.0
2560,GdPbAu,0.0
2561,OsSbS,1.2
2562,Th2In,0.0
2563,Na2BaGeS4,3.7
2564,Rb2Cu2SnS4,2.08
2565,CdS,2.41
2566,LaIn2Ir,0.0
2567,Bi25TiO39,3.1
2568,Ca5Ir,0.0
2569,LiHfPd2,0.0
2570,Tm2Ga10Os3,0.0
2571,PrGeAu,0.0
2572,In2Se3,1.2
2573,Cu11Sb4S13,0.0
2574,Li2Ti3FeO8.166,0.0
2575,Te2Au,0.0
2576,Fe10O9F11,0.0
2577,GaSe,1.97
2578,Rb2CrF6,0.0
2579,ZrFe4Si2,0.0
2580,Cr3Ni(PO4)6.146,0.0
2581,Pb0.9Mn0.1Te,0.49
2582,NdIn5Rh,0.0
2583,Cu3P4O14,0.0
2584,Cs2ZnGe3Se8,2.31
2585,In0.4Ga0.6P,2.05
2586,Cd4As2I3,2.3
2587,Li5Mn5(SbO6)2.5,0.0
2588,Mg3Sb2,0.8
2589,MgSiN2,4.05
2590,Hf2Ge,0.0
2591,LuUO3,0.0
2592,Sb5O7I,1.95
2593,Tl2GeTe3,0.36
2594,ZrGeRu,0.0
2595,BaGa2SnSe6,1.6
2596,Sc3C4,0.0
2597,SnSe,0.94
2598,SnS0.99Se0.01,1.11
2599,Cu3NbSe4,2.45
2600,InSb0.3As0.7,0.11
2601,ZrAlW,0.0
2602,SnS,1.22
2603,Ce2Sb,0.0
2604,Na2Ge2Se5,2.38
2605,CdS,2.5
2606,NaScSe2O6,5.5
2607,NaCdSb,0.0
2608,CdGa2Se4,2.27
2609,Ge0.774Si0.226,1.5
2610,GaAs,1.4
2611,TiCoGe,0.0
2612,Cu3AsSe4,0.65
2613,FeP4,0.32
2614,CrMo2S4,0.0
2615,PbTe,0.19
2616,RbInSnS4,2.7
2617,ReSi2,0.13
2618,Li2MgSn,0.0
2619,InS,1.9
2620,K5In3P6Se19,2.2
2621,Cu3YbS3,1.56
2622,ZnSb,1.05
2623,Ti2CuS4,0.0
2624,K2Mn3S4,0.0
2625,NdCu3(RuO3)4.204,0.0
2626,SnS,1.26
2627,TlCoMo2,0.0
2628,AgScO2,3.8
2629,MnFeAs,0.0
2630,Na2Se,2.0
2631,YCu3(WO3)4.2,0.0
2632,Pb2V3Se5O18,3.14
2633,CuBr,3.02
2634,RbCd4Ga5Te12,1.64
2635,Li2HgSnS4,2.32
2636,NaNO2,3.13
2637,Hg0.25Zn0.75Te,1.25
2638,PbCuSbS3,1.31
2639,Ga2Te3O9,4.14
2640,AgPt3,0.0
2641,Nd3Te4,1.6
2642,AsAu3,0.0
2643,BeGaO3,0.0
2644,Ga0.99Sb0.99Zn0.01Te0.01,0.72
2645,Cu2Te,1.15
2646,K3Ta2AsS11,2.21
2647,CsSbSe2,1.7
2648,YbSnRh,0.0
2649,Mg2Cu,0.0
2650,MgAs4Rh6,0.0
2651,AgGaGe3Se8,2.17
2652,KEuAsS4,1.89
2653,EuZn2Si2,0.0
2654,YbLi2Pb,0.0
2655,CuP2,1.4
2656,Zr4Co4Ge7,0.0
2657,GaAs,1.58
2658,CeHg,0.0
2659,Pb0.95Te0.95Ge0.05S0.05,0.4
2660,CdS,2.53
2661,V6PbO11,0.0
2662,Pb7Bi4Se13,0.29
2663,UAlNi4,0.0
2664,KI,6.28
2665,CuCl,3.28
2666,LiY2Ru,0.0
2667,Sr2TiO4,3.41
2668,Cu2CdSnS4,1.4
2669,Zr3Hg,0.0
2670,NbCrN,0.0
2671,Ba2GaGdSe5,1.87
2672,CrCo2Bi,0.0
2673,InSb0.9As0.1,0.27
2674,Er6MnBi2,0.0
2675,GaGeTe,1.1
2676,Ba4Nb14O23,0.0
2677,NaInSnS4,2.4
2678,La5In3S9O3,2.6
2679,Lu3Ga,0.0
2680,PbSe,0.35
2681,LiGaSe2,3.34
2682,LiRbCO3,6.28
2683,Tl16O15F17,0.0
2684,NaBr,7.5
2685,TiTlS2,1.0
2686,ZnTe,2.39
2687,Be3N2,3.8
2688,TlInSe2,1.12
2689,Ta3B4,0.0
2690,PbTe,0.62
2691,Ga0.8In0.2As,1.07
2692,Cr3Se4,1.59
2693,ZrAl5Ni2,0.0
2694,Pr2Te3,1.5
2695,Na2Ga2GeS6,3.29
2696,HoB4,0.0
2697,Li0.2Na0.8AsSe2,1.57
2698,AsI3,2.54
2699,In2Te,0.46
2700,AgGaS2,2.62
2701,NaGaGe3Se8,2.35
2702,BaGa2GeSe6,2.81
2703,Cd3As2,0.53
2704,Ag3AsSe3,1.86
2705,BiI3,2.03
2706,Cu3YbSe3,0.2
2707,ErCuPb,0.0
2708,Li4Mn5NbO12.12,0.0
2709,OsSb2,0.2
2710,Cs2TeI6,1.5
2711,YSiNi,0.0
2712,LiCu2(CO3)2.1,0.0
2713,GePt2,0.0
2714,Sc2O3,6.2
