task_id,composition,band_gap
mp-541998,K3(FeSe2)2,0.015200000000000102
mp-571068,K3(Mg10In7)2,0.0
mp-558857,K3(Mo7O11)2,0.03580000000000005
mp-561164,K3(MoO3)10,0.0
mp-684127,K3(Na13In24)2,0.0
mp-1104301,K3(PbCl4)2,0.0938000000000001
mp-560563,K3(PdO2)2,0.0
mp-27566,K3(PtO2)2,0.0
mp-1192486,K3(SeO4)2,0.3862
mp-675593,K3(VS2)5,0.0
mp-1225940,K30Ga9As19,0.18009999999999993
mp-1225850,K30Ga9Sb19,0.28669999999999995
mp-641101,K34(Zn4In17)5,0.0
mp-1228670,K38Nb7As24,0.013100000000000113
mp-1184792,K3Ac,0.0
mp-976592,K3Ag,0.0
mp-1181229,K3Ag2(PO4)5,0.1527
mp-14206,K3Ag3As2,1.2540999999999998
mp-1224211,K3Ag9(SbS3)4,1.6011000000000002
mp-557393,K3AgC4(SN)4,3.5704
mp-572510,K3AgO2,1.8096
mp-571594,K3AgSn3Se8,1.1216000000000002
mp-1184882,K3Al,0.0
mp-1197607,K3Al(PO4)2,4.521
mp-1197125,K3Al2(AsO4)3,3.2427
mp-560629,K3Al2(PO4)3,4.4329
mp-28347,K3Al2As3,1.1862
mp-1198028,K3Al2Si4O13,1.1151
mp-1200456,K3Al3OF12,0.9787
mp-1212431,K3Al3Si3(WO3)4,0.35070000000000023
mp-1181028,K3Al3Si3O16,0.029299999999999993
mp-558240,K3Al4P2O8F9,5.456
mp-541682,K3AlAs2,0.4517
mp-561447,K3AlB8O15,5.0001
mp-1111185,K3AlBr6,3.1738
mp-1111502,K3AlCl6,4.4689
mp-1095079,K3AlF6,6.2965
mp-24034,K3AlH6,2.8773
mp-1110930,K3AlI6,1.7713
mp-9157,K3AlO3,2.8977
mp-541684,K3AlP2,0.6989999999999998
mp-18217,K3AlSe3,2.3566
mp-18378,K3AlTe3,2.117
mp-14018,K3As,0.1135
mp-1197620,K3As(PSe3)3,1.5558
mp-541000,K3As11,1.4670999999999998
mp-1200450,K3As2O11,0.12619999999999998
mp-680329,K3As7,1.4029000000000005
mp-1110929,K3AsBr6,2.9087
mp-1111182,K3AsCl6,3.4292
mp-1111501,K3AsF6,4.346
mp-1111178,K3AsI6,2.0463
mp-680301,K3AsO4,3.3075
mp-1193111,K3AsS3,2.641
mp-3797,K3AsS4,2.0132
mp-18594,K3AsSe3,2.1092
mp-1197539,K3AsSe4,1.1008
mp-1211803,K3Au3Br8,1.0248
mp-1211892,K3Au3I8,1.0462
mp-1111500,K3AuBr6,0.0
mp-1111499,K3AuCl6,0.2609
mp-1111498,K3AuF6,0.7523
mp-9200,K3AuO,0.5646
mp-28606,K3AuSe13,0.7186000000000001
mp-15571,K3AuSe2,2.0531
mp-1019789,K3B(SO4)3,5.2623
mp-510549,K3B12H12Br,4.7863
mp-24240,K3B12H12I,4.6690000000000005
mp-684709,K3B17,0.0
mp-1181183,K3B3O10,0.5681
mp-23612,K3B6BrO10,5.2120000000000015
mp-1189091,K3B6ClO10,5.373100000000001
mp-1181745,K3B7PtO20,0.0
mp-9665,K3BAs2,1.3130000000000002
mp-1029756,K3BN2,1.5852000000000002
mp-9664,K3BP2,1.666
mp-1202621,K3BP3(HO4)3,4.848
mp-29975,K3BS3,2.7148
mp-558607,K3BSb4O13,1.8698
mp-1184864,K3Ba,0.0
mp-686204,K3Ba2Pr2(BiO5)3,0.0
mp-1195057,K3Ba3Li2Al4B6O20F,4.1183
mp-39699,K3Ba7Ti10(O9F)3,0.03859999999999975
mp-756876,K3BaPCO7,3.9056
mp-1184861,K3Be,0.0
mp-1202397,K3Be2H7C3O13,4.5718
mp-1212145,K3Be3B3P6O25,0.00219999999999998
mp-17895,K3BeF5,6.2164
mp-772780,K3BePCO7,4.0032000000000005
mp-569940,K3Bi,0.046599999999999975
mp-865961,K3Bi(AsSe2)6,1.3967000000000005
mp-554216,K3Bi(PS4)2,2.0899
mp-1206573,K3Bi2,0.0
mp-561369,K3Bi2(AsO4)3,3.3384
mp-1199040,K3Bi2(NO3)9,3.5856000000000003
mp-560420,K3Bi2(PO4)3,3.7816
mp-1203444,K3Bi3(PS4)4,2.3129
mp-567022,K3Bi5(AsO4)6,3.4166000000000003
mp-565692,K3Bi5(PO4)6,4.0534
mp-1196099,K3Bi7(SO6)4,3.1917
mp-1110928,K3BiBr6,3.4347
mp-1110887,K3BiCl6,4.0101
mp-1110960,K3BiI6,2.5794
mp-29524,K3BiO3,2.9552
mp-30120,K3BiO4,1.1394
mp-767416,K3BiPCO7,0.4455
mp-28980,K3BiSe3,2.0592
mp-29379,K3BiTe3,1.4987
mp-1223790,K3BrCl2,4.493399999999999
mp-28166,K3BrO,0.889
mp-1070737,K3CO,0.2972
mp-8773,K3CO3F,3.8463
mp-1184877,K3Ca,0.0
mp-1104232,K3Ca(PO4)2,0.10149999999999998
mp-720217,K3Ca2Mg10Si16(HO12)4,0.7841
mp-696878,K3CaP2HO8,4.9617
mp-756968,K3CaPCO7,4.313
mp-583029,K3CaV5O15,2.7283
mp-1184907,K3Cd,0.0
mp-1204785,K3Cd(BO2)5,3.8155
mp-1202778,K3Cd16,0.0
mp-1185298,K3Ce,0.0
mp-1211778,K3Ce(AsO4)2,0.20289999999999964
mp-17189,K3Ce(PO4)2,0.3656000000000006
mp-21557,K3Ce(PS4)2,0.1660999999999997
mp-667318,K3Ce2(NO3)9,0.0
mp-1110927,K3CeBr6,0.3148
mp-1111177,K3CeCl6,0.34399999999999986
mp-1110959,K3CeI6,0.2764000000000002
mp-572291,K3ClO,1.0785
mp-976583,K3Co,0.0
mp-1204325,K3Co(C3O7)2,0.21819999999999995
mp-6219,K3Co(CN)6,4.3253
mp-24871,K3Co(NO2)6,2.6983
mp-555480,K3Co2F7,2.3726000000000003
mp-1111145,K3CoF6,1.3114
mp-31577,K3CoO2,1.5331
mp-773278,K3CoPCO7,2.5829
mp-1184873,K3Cr,0.0
mp-568773,K3Cr(CN)6,1.8010000000000002
mp-541174,K3Cr(HO)6,3.1910000000000003
mp-654008,K3Cr11S18,0.3485000000000005
mp-1211915,K3Cr2(AsO4)3,2.2008
mp-559251,K3Cr2(PS4)3,1.2898
mp-683600,K3Cr4PO16,2.7012
mp-565411,K3CrC3N3O4,2.0845
mp-705039,K3CrC5N6O,0.7213
mp-690521,K3CrF3,0.06440000000000001
mp-1111695,K3CrF6,2.2466
mp-19414,K3CrO4,1.2393999999999998
mp-18876,K3CrO8,1.7840999999999998
mp-774255,K3CrPCO7,2.6393
mp-1184878,K3Cu,0.0
mp-6610,K3Cu(CN)4,4.1662
mp-559099,K3Cu(NO3)5,0.8737999999999999
mp-569136,K3Cu11Te16,0.06309999999999949
mp-556522,K3Cu2(BiS2)5,0.5758000000000001
mp-20982,K3Cu2F7,0.0
mp-1147754,K3Cu2H7,0.0
mp-695887,K3Cu2P4HO14,0.32510000000000017
mp-14205,K3Cu3As2,1.2804
mp-7439,K3Cu3P2,1.2892
mp-10914,K3Cu5O4,1.5556
mp-773133,K3CuB2P4H3O17,0.7381
mp-28273,K3CuO2,1.5215999999999998
mp-558415,K3CuP2S7,2.2345
mp-772819,K3CuPCO7,0.2125999999999999
mp-1184902,K3Dy,0.0
mp-866661,K3Dy(AsS4)2,1.6543
mp-1111175,K3DyCl6,4.561
mp-1211654,K3DyF6,6.4356
mp-16595,K3DySi2O7,3.7064
mp-1184906,K3Er,0.0
mp-1205074,K3Er(SO4)3,5.337700000000001
mp-1224443,K3Er4(CuTe2)5,0.4847999999999999
mp-1224251,K3Er7S12,1.8304
mp-30197,K3ErCl6,5.196899999999999
mp-1211695,K3ErF6,6.5064
mp-709058,K3ErH9(C3O7)2,0.3059000000000001
mp-16597,K3ErSi2O7,3.7372000000000014
mp-758527,K3ErSi3(HO5)2,4.6339999999999995
mp-1185259,K3Eu,0.0
mp-17089,K3Eu(PO4)2,0.0
mp-1111492,K3EuCl6,0.0
mp-758551,K3EuSi3(HO5)2,0.0
mp-562289,K3EuV2O8,0.0
mp-1205279,K3Fe(C2O5)3,0.6022999999999998
mp-541627,K3Fe(CN)6,0.0
mp-1199661,K3Fe(CO2)6,2.4662
mp-649524,K3Fe2(PO4)3,2.266
mp-745015,K3Fe3P4H2O17,2.2497
mp-579722,K3Fe5(PO4)6,1.9074
mp-1201518,K3Fe5F15,0.0
mp-1204955,K3Fe6F19,0.03509999999999991
mp-690534,K3FeF3,0.8191000000000002
mp-1111491,K3FeF6,0.0
mp-1212653,K3FeH3(CO2)6,2.1505
mp-1181219,K3FeMo4O15,2.5237
mp-31898,K3FeO2,1.1592
mp-504570,K3FeO3,1.9437
mp-505092,K3FeO4,0.2433
mp-770044,K3FePCO7,3.743
mp-1193931,K3FeS3,0.0
mp-541997,K3FeSe3,0.0
mp-1184898,K3Ga,0.0
mp-680682,K3Ga13,0.0
mp-6805,K3Ga2(PO4)3,3.9207
mp-567524,K3Ga3As4,0.8722000000000001
mp-1110886,K3GaBr6,2.0602
mp-1110859,K3GaCl6,3.3567
mp-1111080,K3GaF6,5.8061000000000025
mp-1110958,K3GaI6,0.8318000000000001
mp-13743,K3GaO3,2.6210000000000004
mp-541686,K3GaS3,2.7118
mp-541687,K3GaSe3,2.0865
mp-1196955,K3GaTe2O11,0.7039
mp-541688,K3GaTe3,1.5257
mp-1211764,K3Gd(BO3)2,2.69
mp-978099,K3Gd(PO4)2,2.8376
mp-604889,K3Gd3(PS4)4,1.4978000000000002
mp-566293,K3Gd5(PO4)6,2.7396000000000003
mp-1211966,K3GdCl6,2.7702
mp-13229,K3GdF6,4.5665
mp-738657,K3GdH6(C2O5)3,2.9734000000000003
mp-680437,K3GdSi2O7,3.2393
mp-1184854,K3Ge,0.0
mp-1196998,K3Ge17,0.0
mp-17112,K3Ge4Au,0.8272999999999999
mp-1224397,K3Ge7HO20,0.0
mp-1193879,K3Ge7O20,0.0
mp-697540,K3GeH2NO3,3.1785
mp-24340,K3GeH3S3O2,2.9783
mp-756801,K3GePCO7,3.6868
mp-14434,K3GeS3,2.4021000000000003
mp-14435,K3GeSe3,1.8142
mp-27331,K3GeTe3,1.0607000000000002
mp-23779,K3H(SO4)2,5.5008
mp-1224049,K3H(SeO4)2,3.3036
mp-720710,K3H2S2NO7,4.735799999999999
mp-707337,K3H3Pd,1.7674
mp-1205248,K3H3PtS2Br2O7,2.7887
mp-698122,K3H3S2(O4F)2,1.1044
mp-642736,K3H5Pd,2.9599
mp-642821,K3H5Pt,3.1251
mp-753955,K3H8RhC4(ClO6)2,2.1421
mp-697127,K3HPdS2(ClO3)2,2.1594
mp-706983,K3HPtS2(ClO3)2,3.0012
mp-697108,K3HRhC5N5O,3.8356
mp-1200107,K3HS3O11,5.152699999999999
mp-1184923,K3Hf,0.0
mp-1006593,K3Hf2Se11,0.0
mp-1211819,K3Hf4Ag2F23,0.6511
mp-11028,K3Hg11,0.0
mp-561414,K3Hg3S2Br5O6,1.999
mp-560777,K3Hg3S2Cl5O6,2.3158
mp-6569,K3HgN5O11,2.4972
mp-1184912,K3Ho,0.0
mp-1192630,K3Ho(PO4)2,5.0687
mp-560105,K3Ho(SiO3)3,3.7625
mp-1211924,K3HoCl6,5.0152
mp-1211714,K3HoF6,6.4923
mp-16596,K3HoSi2O7,3.722
mp-1203277,K3HoSi3O10,0.0781
mp-1223867,K3I2Br,3.7369
mp-28171,K3IO,1.0263999999999998
mp-984107,K3IO5,1.2569
mp-1185054,K3In,0.0
mp-1211728,K3In(IO3)6,3.2503999999999995
mp-1224542,K3In(PO4)2,3.3715
mp-583615,K3In2As3,0.5968999999999998
mp-554506,K3In3(PO4)4,3.4717
mp-867331,K3InAu5,0.0
mp-1111490,K3InBr6,2.4086
mp-1211964,K3InC12(O2F3)6,4.6435
mp-569132,K3InCl6,3.4614000000000003
mp-27526,K3InF6,5.322100000000002
mp-1111459,K3InI6,1.2778
mp-20256,K3InP2,0.7887
mp-1184875,K3Ir,0.0
mp-20017,K3Ir(NO2)6,0.0
mp-1201939,K3IrC4Cl2O9,0.1155
mp-541141,K3IrCl6,1.9930000000000003
mp-1111425,K3IrF6,2.3062
mp-975577,K3La(AsO4)2,3.857
mp-1019793,K3La(PO4)2,4.484
mp-16209,K3La(PS4)2,2.4498
mp-542079,K3La(PSe4)2,1.4575
mp-680063,K3La2(NO3)9,3.466
mp-1111424,K3LaCl6,4.461
mp-1184918,K3Li,0.0
mp-766938,K3Li2Nb5O15,2.5576000000000003
mp-773089,K3Li2Nb6(PO8)3,0.0
mp-773101,K3Li2Ta6(PO8)3,0.0
mp-1197664,K3Li3P6O19,0.0
mp-560739,K3Li3TeO6,2.6948
mp-735910,K3Li5Al6Si10(O5F)6,0.0
mp-561288,K3LiIrO4,0.3984999999999999
mp-694935,K3LiMg4(Si2O5)6,4.7657
mp-743574,K3LiMn4(MoO4)6,2.7483
mp-773049,K3LiNb6O15,0.0
mp-1019794,K3LiP2O7,4.876
mp-1212210,K3LiPb4,0.2197
mp-28316,K3LiSi4,1.5221999999999998
mp-561474,K3LiSiO4,3.6727
mp-755707,K3LiTi7O16,2.8256
mp-1184871,K3Lu,0.0
mp-1211659,K3Lu(BO3)2,3.2804
mp-18150,K3Lu(PO4)2,4.9407
mp-653861,K3Lu(SiO3)3,3.4819
mp-1181370,K3LuB2(PO7)2,0.0504
mp-1111421,K3LuCl6,4.5926
mp-1211665,K3LuF6,6.4831
mp-557543,K3LuSi2O7,3.6083
mp-1184862,K3Mg,0.0
mp-1202432,K3Mg18Pb11,0.20809999999999995
mp-1204087,K3Mg18Sn11,0.23350000000000026
mp-1211609,K3Mg2Cl7,4.5853
mp-1223920,K3MgCu2F9,0.0
mp-768670,K3MgPCO7,4.4383
mp-1184886,K3Mn,0.0
mp-540801,K3Mn(CN)6,0.0
mp-28076,K3Mn2Cl7,1.4235
mp-554144,K3Mn2F7,2.7835
mp-510713,K3Mn2O8,0.008699999999999986
mp-744691,K3Mn3H2C12O13,1.8800000000000003
mp-1003764,K3Mn4O8,0.4041999999999999
mp-1224486,K3Mn4P5H3O20,0.7713999999999999
mp-1211913,K3Mn5(Si2O5)6,0.0
mp-761384,K3MnCrO8,0.8097
mp-643245,K3MnH5,1.5731000000000002
mp-554728,K3MnO3,1.5819
mp-19140,K3MnO4,1.9806
mp-1178149,K3MnPCO7,3.618100000000001
mp-973974,K3Mo,0.0
mp-579015,K3Mo12PO40,2.2502
mp-570000,K3Mo2Br9,0.9673
mp-566373,K3Mo2BrO7,3.0918
mp-620069,K3Mo2Cl9,0.9318
mp-1211951,K3Mo3C3(Se2N)2,0.08460000000000001
mp-651347,K3Mo3Se14,0.9008000000000004
mp-1203121,K3Mo4(P2O11)2,0.14070000000000005
mp-1181887,K3Mo4CSNO16,0.7926000000000001
mp-744188,K3Mo4H6O16F,3.3110000000000004
mp-1212278,K3Mo4O16F,1.1206
mp-1110884,K3MoBr6,1.5482
mp-27643,K3MoCl6,1.6431
mp-553896,K3MoF6,3.353
mp-1110957,K3MoI6,1.4013000000000002
mp-11801,K3N,0.0
mp-675156,K3NO,0.0979
mp-28111,K3NO3,0.2018
mp-28202,K3NO4,3.6478
mp-1184919,K3Na,0.0
mp-1224582,K3Na(B3O5)4,5.2989
mp-18730,K3Na(FeO4)2,1.3601
mp-622501,K3Na(MoO4)2,4.4673
mp-17902,K3Na(RuO4)2,0.0
mp-22457,K3Na(SO4)2,5.2921000000000005
mp-17839,K3Na(SeO4)2,3.5517
mp-553975,K3Na2InO4,1.9057
mp-559875,K3Na2LiTeO6,2.2126
mp-18447,K3Na2SnAs3,0.5786000000000002
mp-568329,K3Na2SnBi3,0.002699999999999925
mp-16847,K3Na2SnP3,0.9637000000000002
mp-557181,K3Na3(NO4)2,4.0476
mp-560541,K3Na3Nb8(PO7)5,0.05010000000000003
mp-720804,K3Na3TeP6(HO4)6,4.0183
mp-581403,K3Na4Si3BF22,6.9785
mp-1076637,K3Na5V2(Mo3O10)2,0.0
mp-1076484,K3Na5V2(MoO4)6,0.0
mp-1076888,K3Na5V3(MoO4)5,0.057500000000000114
mp-1099606,K3Na5V3Mo5O24,0.0
mp-1076540,K3Na5VMo7O20,0.4590000000000001
mp-1099938,K3Na5VMo7O24,0.0
mp-1224548,K3Na7Mg2H12S6(NO18)2,3.4359
mp-1181575,K3Na8FeH12S6(NO18)2,2.1401
mp-1224320,K3Na9Sr4(BO2)20,4.4938
mp-1203739,K3NaAl12Si12(HO6)8,4.803
mp-1211627,K3NaBe2F8,6.7376
mp-1181132,K3NaCe(CO5)3,0.012000000000000007
mp-1180870,K3NaCr2O8,3.0544
mp-23125,K3NaFeCl6,0.7837000000000001
mp-1079248,K3NaH4,2.2261
mp-1191678,K3NaMnCl6,2.495
mp-1182625,K3NaMo5Se2O23,1.3592000000000002
mp-1194433,K3NaOs2O9,0.0
mp-7257,K3NaP2(O3F)2,4.5042
mp-1212547,K3NaP2H8O11,4.5327
mp-1202013,K3NaP2O11,0.4794
mp-1224179,K3NaP4(H2O7)2,5.2919
mp-541393,K3NaRe2O9,1.8164
mp-1224587,K3NaSi6(SnO10)2,0.4897999999999999
mp-17850,K3NaTh2O6,3.6676
mp-557407,K3NaUC3O11,2.1423
mp-1184897,K3Nb,0.0
mp-559516,K3Nb(SO4)4,2.9435
mp-581115,K3Nb2Ag3S8,1.9434
mp-581419,K3Nb2Cu3S8,1.8673
mp-6168,K3Nb2CuSe12,1.2553
mp-680410,K3Nb2S11,1.4262
mp-28428,K3Nb2Se11,1.0590000000000002
mp-557711,K3Nb3(BO6)2,2.3808
mp-541626,K3Nb3Ge2O13,2.3239
mp-559346,K3Nb3Si2O13,2.1454
mp-1224474,K3Nb4Mo4(PO4)12,0.018200000000000216
mp-1211937,K3Nb6SBr17,0.6542000000000001
mp-579728,K3Nb6VO19,2.3385
mp-650928,K3Nb7O19,2.1043000000000003
mp-1223692,K3Nb8(O5F2)2,0.0
mp-5867,K3Nb8O21,0.0
mp-560208,K3NbAs2O9,3.1394
mp-1111115,K3NbF6,0.0
mp-696651,K3NbHOF7,4.1033
mp-14175,K3NbO8,2.5984000000000003
mp-554572,K3NbP2O9,2.8040000000000003
mp-18383,K3NbS4,2.3437
mp-17283,K3NbSe4,1.8249
mp-975838,K3Nd,0.0
mp-559059,K3Nd(AsS4)2,1.6896
mp-1211700,K3Nd(BO3)2,3.3672000000000004
mp-17187,K3Nd(PO4)2,4.919499999999998
mp-542974,K3Nd(PS4)2,2.4434
mp-6453,K3Nd(Si2O5)3,4.1357
mp-649470,K3Nd2(NO3)9,3.4785000000000004
mp-555172,K3Nd3(PS4)4,2.4204
mp-1223715,K3Nd3Br10,0.08009999999999984
mp-676864,K3Nd3I10,0.10299999999999976
mp-1110926,K3NdBr6,3.7704
mp-1110882,K3NdCl6,4.488
mp-1110853,K3NdF6,5.4782
mp-554058,K3NdH6(C2O5)3,3.2029
mp-1110956,K3NdI6,3.1746
mp-8614,K3NdSi2O7,3.5564
mp-559608,K3NdSi7O17,4.713500000000002
mp-19584,K3NdV2O8,3.6332
mp-1223825,K3Ni(NO2)5,1.9317
mp-560449,K3Ni2F7,4.6238
mp-541392,K3NiO2,1.5665
mp-770033,K3NiPCO7,3.7622
mp-557615,K3Np(H3O4)2,1.4329
mp-1195299,K3Np(HO3)2,1.389
mp-616718,K3Np(MoO5)2,0.3597000000000001
mp-9637,K3NpO2F5,0.2862000000000001
mp-1184896,K3Os,0.0
mp-7897,K3P,0.2126
mp-579533,K3P(W3O10)4,3.238
mp-1568,K3P11,1.93
mp-866660,K3P2AuSe8,1.2085
mp-684767,K3P2H(O3F)2,4.9848
mp-1212268,K3P2H10O7,0.9286
mp-696225,K3P2H7O10,4.8991
mp-707908,K3P3H4O11,5.1705
mp-1225883,K3P3O10,0.00219999999999998
mp-707172,K3P4H5O14,5.3502
mp-568011,K3P5RuSe10,0.9415
mp-14565,K3P6N11,3.9959
mp-680247,K3P6S6N7,3.5462
mp-1223624,K3PO3F2,4.557799999999999
mp-557753,K3PO4,4.0019
mp-1211653,K3PO5,0.0
mp-17989,K3PS4,2.7739000000000003
mp-1180864,K3PS4O,2.4477
mp-29947,K3PSe16,1.0901
mp-31313,K3PSe4,1.8282
mp-31471,K3PbAu5,0.0
mp-1064508,K3Pd,0.0
mp-1111081,K3PdF6,0.0
mp-1185146,K3Pm,0.0
mp-975872,K3Pr,0.0
mp-1192352,K3Pr(PO4)2,4.8612
mp-649608,K3Pr2(NO3)9,3.4494
mp-1110925,K3PrBr6,3.7651
mp-1110881,K3PrCl6,4.4737
mp-1110852,K3PrF6,5.3996999999999975
mp-1110955,K3PrI6,3.174
mp-1200645,K3Pt2(SO4)6,0.0005999999999999892
mp-1237009,K3Pu(H3O4)2,0.9475
mp-510006,K3Pu(PS4)2,0.06440000000000001
mp-976115,K3Rb,0.0
mp-1223703,K3Rb3Zn4Sn3Se13,1.4238
mp-1224636,K3Rb5Te4H24(SO10)4,3.3091
mp-1185114,K3Re,0.0
mp-540813,K3ReC4(N2O)2,2.3828
mp-557125,K3ReClF6,1.814
mp-690789,K3ReH6,0.0
mp-1224026,K3ReMoO8,2.8316
mp-1180789,K3Rh,0.0
mp-20364,K3Rh(NO2)6,0.0
mp-28837,K3RhCl6,1.7025
mp-1202599,K3RhCl6O,0.0
mp-1111856,K3RhF6,2.0223
mp-1185000,K3Ru,0.0
mp-1111078,K3RuF6,0.0
mp-1197439,K3S3NO11,0.05489999999999995
mp-1211900,K3SI,1.0372
mp-557035,K3SO4F,5.2345
mp-14017,K3Sb,0.3936000000000001
mp-9273,K3Sb2Au3,1.1063
mp-554645,K3Sb2N2O6F7,2.9622
mp-12156,K3Sb5O14,1.1985
mp-559272,K3Sb7(SO3)3,1.834
mp-1225496,K3Sb7(SeO4)3,0.0
mp-1110924,K3SbBr6,2.8539
mp-1110880,K3SbCl6,3.3444000000000003
mp-1110845,K3SbF6,3.8451
mp-1110954,K3SbI6,2.3534
mp-555137,K3SbN3(O3F)3,3.0785
mp-17250,K3SbO3,3.2348
mp-10543,K3SbO4,1.8325
mp-756642,K3SbPCO7,0.5536999999999996
mp-1194266,K3SbS3,2.6882
mp-9781,K3SbS4,2.1699
mp-17538,K3SbSe3,2.2931000000000004
mp-8704,K3SbSe4,1.4219000000000002
mp-5626,K3SbTe3,1.711
mp-973535,K3Sc,0.0
mp-698633,K3Sc(HO)6,2.0949
mp-567044,K3Sc(MoO4)3,3.9435
mp-17035,K3Sc(PO4)2,4.2975
mp-1110923,K3ScBr6,3.2221
mp-1110879,K3ScCl6,4.029999999999999
mp-1111079,K3ScF6,6.1629999999999985
mp-1111693,K3ScI6,2.3346
mp-557577,K3ScSi2O7,3.6385
mp-1104363,K3ScV2O8,3.097
mp-9405,K3SeO4F,3.8658
mp-973528,K3Si,0.0
mp-1212247,K3Si5H2O11,0.08260000000000023
mp-1212001,K3Si6H6N11,3.1065
mp-13859,K3SiF7,5.9196
mp-6872,K3SiN(OF2)3,3.3592
mp-7657,K3SiTe3,1.7139000000000002
mp-976221,K3Sm,0.0
mp-560964,K3Sm(AsS4)2,1.6795000000000002
mp-559574,K3Sm(BO3)2,3.4183
mp-18019,K3Sm(PO4)2,4.9728
mp-1213357,K3Sm2(NO3)9,3.5988
mp-1224412,K3Sm4(CuTe2)5,0.4603999999999999
mp-1110878,K3SmCl6,4.5123
mp-1197963,K3SmGa3B12S12I,2.4261
mp-1080840,K3SmN6,0.31920000000000004
mp-1195475,K3SmSi2O7,3.6119
mp-1211845,K3Sn2P5S18,1.2825999999999995
mp-676501,K3Sn2S3BrO12,3.4126000000000003
mp-1224197,K3Sn2S3BrO3,0.8703999999999996
mp-42091,K3Sn2S3ClO12,3.9354
mp-1224128,K3Sn2S3ClO3,0.8805000000000001
mp-18500,K3Sn4Au,0.4004000000000003
mp-557665,K3Sn5Cl3F10,3.2914000000000003
mp-1196323,K3SnC7O16,0.5491
mp-696683,K3SnHF8,5.1576
mp-568970,K3SnIrCl8,1.5882
mp-754251,K3SnPCO7,3.4805
mp-1223733,K3SnSb3,0.2022
mp-541875,K3SnSe3,1.6275999999999995
mp-540619,K3SnTe3,1.2297000000000002
mp-973627,K3Sr,0.0
mp-772777,K3SrPCO7,4.153499999999998
mp-1185022,K3Ta,0.0
mp-573202,K3Ta2Ag3S8,2.2936
mp-582161,K3Ta2Ag3Se8,1.9261
mp-1197797,K3Ta2Cu3S8,2.1985
mp-680400,K3Ta2S11,1.6765
mp-9870,K3Ta3(BO6)2,2.6687
mp-16855,K3Ta3Si2O13,2.9726
mp-680327,K3Ta4F15,0.0
mp-757546,K3Ta8O21,0.0
mp-1111159,K3TaBr6,0.0
mp-1111330,K3TaCl6,0.0
mp-866663,K3TaF8,3.8153
mp-1111158,K3TaI6,0.0
mp-1224225,K3TaNbCu3S8,1.8577
mp-1198208,K3TaO2F7,0.2367000000000001
mp-4690,K3TaO8,2.9894
mp-18148,K3TaS4,2.7558
mp-1185125,K3Tb,0.0
mp-1211631,K3Tb(BO3)2,3.2042
mp-1110877,K3TbCl6,4.5486
mp-1211662,K3TbF6,6.4565
mp-16594,K3TbSi2O7,3.688
mp-759928,K3TbSi3(HO5)2,4.603999999999999
mp-1185077,K3Tc,0.0
mp-1212382,K3Tc2Cl8O3,0.0
mp-1200129,K3Te(PO7)2,0.0018000000000000238
mp-1182694,K3TeP3O17,0.0182
mp-1185172,K3Th,0.0
mp-638086,K3Th2Cu3S7,1.4308999999999994
mp-1185189,K3Ti,0.0
mp-560239,K3Ti3(PO4)5,2.5785
mp-1204600,K3Ti4Ge3O20,0.0
mp-1194354,K3Ti4Si3O20,0.0
mp-758970,K3Ti8O17,0.0
mp-1205449,K3TiCl6,0.06309999999999992
mp-1111692,K3TiF6,0.0
mp-1238434,K3TiFeH4S4O19,0.2654
mp-6305,K3TiO4F3,2.536
mp-1185120,K3Tl,0.0
mp-1198399,K3Tl(Cl3O)2,0.08739999999999992
mp-976190,K3TlAu5,0.0
mp-1111161,K3TlBr6,1.406
mp-1111328,K3TlCl6,2.3522
mp-27525,K3TlF6,3.7843
mp-1111318,K3TlI6,0.4794000000000001
mp-1178147,K3TlPCO7,0.0
mp-1185140,K3Tm,0.0
mp-1192398,K3Tm(PO4)2,5.1398
mp-1211949,K3TmCl6,5.0674
mp-1211645,K3TmF6,6.493399999999999
mp-16598,K3TmSi2O7,3.7555000000000014
mp-1185213,K3U,0.0
mp-1225339,K3U2I7O26,1.0834
mp-558320,K3U3Si2O13,0.5497000000000005
mp-1204957,K3UC5O17,0.11360000000000015
mp-1206061,K3UF6,0.0
mp-13897,K3UF7,0.7939999999999996
mp-1212323,K3UH5C5O12,1.6859000000000002
mp-605461,K3UH6C5SNO13,1.6805
mp-6785,K3UO2F5,2.7139
mp-579315,K3V(PO4)2,1.9769
mp-565750,K3V(SO)2,2.4361
mp-976313,K3V(SO5)2,3.4426
mp-774428,K3V14O28,0.0
mp-1022965,K3V2(PO4)3,1.7942000000000002
mp-1181810,K3V2(S2O9)2,1.3929
mp-1200488,K3V2O12,0.0764
mp-1097033,K3V2P2O8F3,2.1932
mp-567009,K3V3(AsO7)2,2.8636
mp-622115,K3V3(BiO6)2,2.9294
mp-18761,K3V3O8,1.8032
mp-540787,K3V5O14,2.3325
mp-1197782,K3V5Te4(HO3)8,2.2165
mp-705009,K3VC5N5O,2.8885
mp-566999,K3VCO8,2.4059
mp-1111308,K3VF6,0.0
mp-565833,K3VH2(CO5)2,2.2312
mp-743964,K3VH6C4O13,2.9186
mp-1197826,K3VMo3H4O15,2.9478
mp-639787,K3VO4,4.0413000000000014
mp-1211704,K3VO8,1.5313
mp-770048,K3VPCO7,2.3245
mp-3529,K3VS4,1.5829999999999995
mp-565879,K3VSO3,3.1402
